Indicator Category,Indicator Name,School / District,School / District Level,School / District Type,Region,Entity ID,Entity Name,Category,2024,2023,2022
Finance,Average Cost Per Pupil ($),District,District,District,South Central,127,Deerfield,Finance,"$22,908 ","$20,210 ","$19,106 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,131,Derry Cooperative,Finance,"$21,028 ","$19,302 ","$18,749 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,167,Epsom,Finance,"$24,415 ","$22,663 ","$20,901 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,199,Goffstown,Finance,"$17,079 ","$16,401 ","$16,029 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,223,Hampstead,Finance,"$26,754 ","$25,615 ","$24,016 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,261,Hooksett,Finance,"$19,285 ","$16,738 ","$17,152 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,267,Hudson,Finance,"$18,577 ","$17,375 ","$17,154 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,315,Litchfield,Finance,"$19,261 ","$18,496 ","$17,836 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,319,Londonderry,Finance,"$20,741 ","$20,054 ","$19,680 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,335,Manchester,Finance,"$17,734 ","$16,636 ","$15,044 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,351,Merrimack,Finance,"$21,512 ","$20,093 ","$19,236 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,367,Mont Vernon,Finance,"$17,647 ","$19,603 ","$18,190 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,371,Nashua,Finance,"$18,270 ","$18,107 ","$16,772 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,377,New Boston,Finance,"$17,938 ","$16,070 ","$15,615 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,425,Pelham,Finance,"$18,458 ","$17,256 ","$17,182 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,427,Pembroke,Finance,"$19,355 ","$18,113 ","$17,774 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,453,Raymond,Finance,"$21,295 ","$20,068 ","$18,996 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,473,Salem,Finance,"$19,224 ","$18,476 ","$17,983 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,493,Souhegan Cooperative,Finance,"$24,900 ","$24,264 ","$24,977 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,534,Timberlane Regional,Finance,"$20,258 ","$20,012 ","$20,037 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,575,Windham,Finance,"$17,560 ","$16,962 ","$16,058 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,702,Arts Academy of New Hampshire Chartered Public High School,Finance,"$11,826 ","$10,328 ","$10,191 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,708,Kreiva Academy Public Charter School,Finance,"$17,930 ","$14,591 ","$11,823 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,712,Windham Academy Public Charter School,Finance,"$11,595 ","$8,171 ","$7,672 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,714,Spark Academy of Advanced Technologies,Finance,"$16,680 ","$15,350 ","$15,869 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,721,Strong Foundations Charter School,Finance,"$12,164 ","$12,458 ","$10,500 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,729,Mill Falls Charter School,Finance,"$12,150 ","$11,253 ","$10,430 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,731,The Birches Academy of Academics & Art A Public Charter Sch,Finance,"$10,791 ","$10,206 ","$8,281 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,733,Making Community Connections Charter School,Finance,"$13,362 ","$16,482 ","$16,704 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,735,Polaris Charter School,Finance,"$11,309 ","$8,553 ","$8,484 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,740,Next Charter School,Finance,"$20,938 ","$17,982 ","$17,136 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,741,The Founders Academy Charter School,Finance,"$10,319 ","$9,085 ","$8,787 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,742,Gate City Charter School For the Arts,Finance,"$13,197 ","$10,929 ","$10,820 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,999,Pinkerton Academy,Finance,NA,NA,NA
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,33,Barrington,Finance,"$18,787 ","$17,756 ","$16,806 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,63,Brentwood,Finance,"$21,591 ","$20,118 ","$17,884 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,93,Chester,Finance,"$17,397 ","$17,328 ","$17,409 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,141,Dover,Finance,"$18,618 ","$16,847 ","$15,645 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,153,East Kingston,Finance,"$27,740 ","$23,403 ","$21,022 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,165,Epping,Finance,"$22,722 ","$22,177 ","$20,820 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,172,Exeter Region Cooperative,Finance,"$23,934 ","$21,532 ","$21,197 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,173,Exeter,Finance,"$28,218 ","$25,599 ","$25,064 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,175,Farmington,Finance,"$22,655 ","$20,741 ","$19,221 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,189,Fremont,Finance,"$20,376 ","$18,656 ","$18,502 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,215,Greenland,Finance,"$23,439 ","$22,772 ","$20,566 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,225,Hampton,Finance,"$24,973 ","$23,433 ","$23,120 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,227,Hampton Falls,Finance,"$33,743 ","$32,620 ","$31,982 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,281,Kensington,Finance,"$27,354 ","$27,196 ","$28,060 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,353,Middleton,Finance,"$19,773 ","$18,782 ","$17,017 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,359,Milton,Finance,"$19,483 ","$19,925 ","$19,828 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,381,New Castle,Finance,"$44,375 ","$41,754 ","$44,978 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,387,Newfields,Finance,"$23,890 ","$23,528 ","$23,545 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,391,Newington,Finance,"$39,328 ","$32,250 ","$31,176 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,399,Newmarket,Finance,"$23,269 ","$22,866 ","$21,902 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,405,North Hampton,Finance,"$33,209 ","$29,312 ","$28,468 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,411,Northwood,Finance,"$22,474 ","$21,143 ","$20,983 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,413,Nottingham,Finance,"$17,992 ","$17,127 ","$17,724 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,423,Oyster River Coop,Finance,"$22,134 ","$21,514 ","$20,530 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,449,Portsmouth,Finance,"$25,488 ","$23,838 ","$22,090 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,461,Rochester,Finance,"$19,582 ","$17,424 ","$16,627 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,463,Rollinsford,Finance,"$23,622 ","$26,436 ","$24,600 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,471,Rye,Finance,"$30,308 ","$28,050 ","$27,572 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,476,Sanborn Regional,Finance,"$23,756 ","$24,035 ","$21,653 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,485,Seabrook,Finance,"$27,906 ","$24,963 ","$23,800 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,491,Somersworth,Finance,"$21,031 ","$20,038 ","$19,454 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,495,South Hampton,Finance,"$29,903 ","$25,898 ","$26,623 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,507,Strafford,Finance,"$19,642 ","$17,252 ","$15,909 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,511,Stratham,Finance,"$26,500 ","$24,131 ","$23,180 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,543,Wakefield,Finance,"$19,880 ","$16,516 ","$16,755 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,581,Winnacunnet Cooperative,Finance,"$26,312 ","$24,742 ","$22,971 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,705,Seacoast Charter School,Finance,"$10,475 ","$9,225 ","$8,924 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,709,Great Bay Charter School,Finance,"$14,258 ","$13,862 ","$11,706 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,727,Virtual Learning Academy Charter School,Finance,"$6,751 ","$6,629 ","$6,513 "
Finance,Average Cost Per Pupil ($),District,District,District,Southeast,998,Coe-Brown Northwood Academy,Finance,NA,NA,NA
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,71,Brookline,Finance,"$18,014 ","$16,708 ","$15,981 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,95,Chesterfield,Finance,"$24,143 ","$21,838 ","$20,635 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,101,Claremont,Finance,"$23,288 ","$21,590 ","$19,789 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,112,Contoocook Valley,Finance,"$26,428 ","$25,620 ","$24,030 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,115,Cornish,Finance,"$30,960 ","$27,706 ","$26,629 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,117,Croydon,Finance,"$32,103 ","$21,274 ","$27,374 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,142,Dresden,Finance,"$25,950 ","$25,047 ","$22,984 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,174,Fall Mountain Regional,Finance,"$24,081 ","$23,187 ","$21,840 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,211,Grantham,Finance,"$24,396 ","$22,281 ","$20,874 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,233,Hanover,Finance,"$25,447 ","$23,536 ","$21,026 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,235,Harrisville,Finance,"$33,932 ","$28,371 ","$27,984 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,245,Henniker,Finance,"$22,023 ","$20,841 ","$19,756 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,251,Hillsboro-Deering Cooperative,Finance,"$24,482 ","$23,622 ","$22,673 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,255,Hinsdale,Finance,"$25,047 ","$25,389 ","$25,755 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,259,Hollis,Finance,"$21,007 ","$20,329 ","$19,997 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,260,Hollis-Brookline Cooperative,Finance,"$21,086 ","$19,478 ","$17,838 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,263,Hopkinton,Finance,"$22,424 ","$21,896 ","$21,048 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,274,Jaffrey-Rindge Cooperative,Finance,"$20,656 ","$19,175 ","$17,765 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,275,John Stark Regional,Finance,"$21,047 ","$21,411 ","$21,721 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,276,Kearsarge Regional,Finance,"$25,964 ","$23,775 ","$22,497 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,279,Keene,Finance,"$19,378 ","$18,284 ","$17,766 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,295,Lebanon,Finance,"$26,624 ","$25,506 ","$25,195 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,299,Lempster,Finance,"$22,495 ","$22,111 ","$21,446 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,327,Lyme,Finance,"$28,938 ","$28,688 ","$26,484 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,339,Marlborough,Finance,"$24,212 ","$23,891 ","$23,865 "
Finance,Average Cost Per Pupil ($),District,District,District,Southwest,341,Marlow,Finance,"$19,626 ","$20,463 ","$20,382 "
